Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Time-Aware BioBERT Diagnosis-Text 365d,1337,0.7238831804377588,0.1801101557463401,0.8070306656694092,0.1862348178137652,0.44660194174757284,0.8371150729335495,0.26285714285714284,0.18917713567284142,0.7399999999999997,0.7168717863920189,3
