Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
FT-Transformer 365d Control,1337,0.6989307800034619,0.18175972074010285,0.08152580403889305,0.07738542449286251,1.0,0.004862236628849271,0.14365411436541142,0.21194220996825947,0.4499999999999998,0.6487137693997591,1
