Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
CEHR-BERT-style 365d Temporal-Ablation Control,1337,0.6834982927097921,0.1269709320830384,0.7509349289454001,0.1360759493670886,0.4174757281553398,0.7787682333873582,0.2052505966587112,0.18568562889699625,0.5699999999999998,0.7052496476350207,7
