Model,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold
FT-Transformer,0.7347277114173297,0.484142849387826,0.7609583446773754,0.4479283314669653,0.5095541401273885,0.8292936288088643,0.4767580452920143,0.23160269497853153,0.575
