Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold
TransTab 365d Control,1337,0.7038716936004155,0.1763300144589468,0.7771129394166043,0.16262975778546712,0.4563106796116505,0.8038897893030794,0.23979591836734693,0.0679343742407111,0.09499999999999997
