Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Time-Aware BEHRT 365d,1337,0.6827665969064216,0.177067621503956,0.7733732236350037,0.13768115942028986,0.36893203883495146,0.807131280388979,0.20052770448548812,0.20362836989992367,0.6349999999999998,0.673706092173954,3
