Model,N_test,Events_test,C_index,AUROC_365d,AUPRC_365d,Best_Val_C_index,Best_Epoch
Time-Aware BEHRT Survival 365d,1337,103,0.6796267613614899,0.6888168557536467,0.14516483211577322,0.7007493270423132,14
