Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
BioBERT Diagnosis-Text 365d Control,1337,0.710940819184592,0.20797810036604455,0.843679880329095,0.19886363636363635,0.33980582524271846,0.8857374392220422,0.25089605734767023,0.16090554648419814,0.5849999999999997,0.7361868991094418,1
