Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
BioBERT EHR-to-text 365d Control,1337,0.6147228210413684,0.10683199748940467,0.07703814510097233,0.07703814510097233,1.0,0.0,0.14305555555555555,0.2421651045587835,0.05,0.6356388632981362,3
