Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold
BEHRT Control 365d - Seed 42 Recovered,1337,0.689886862519866,0.14254763357071235,0.8309648466716529,0.17801047120418848,0.3300970873786408,0.8727714748784441,0.23129251700680273,0.13027183841955509,0.5499999999999998
