Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Time-Aware CEHR-BERT-style 365d,1337,0.6974477191546945,0.1395311960966082,0.8406881077038145,0.15625,0.24271844660194175,0.8905996758508914,0.19011406844106463,0.21450700501619194,0.7899999999999997,0.6812100882684116,7
