source_script,seed,status,result_file,Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch,Val_AUROC,Val_AUPRC
train_timeaware_fttransformer_365d,46,SUCCESS,multiseed_runs/train_timeaware_fttransformer_365d/seed_46/timeaware_fttransformer_365d_results.csv,Time-Aware FT-Transformer 365d,1337,0.6904572705386225,0.1797549855244117,0.8332086761406133,0.190721649484536,0.3592233009708738,0.8727714748784441,0.2491582491582491,0.2241511591463205,0.4699999999999998,0.6728832510492209,1.0,,
train_timeaware_lstm_gru_365d,43,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_43/timeaware_lstm_gru_365d_results.csv,Time-Aware LSTM 365d,1337,0.6886044279397647,0.1670036482795031,0.8369483919222139,0.1925133689839572,0.3495145631067961,0.8776337115072933,0.2482758620689655,0.2239040330260334,0.7699999999999997,0.7569429680548666,3.0,0.7569429680548666,0.2151128379342044
train_timeaware_lstm_gru_365d,43,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_43/timeaware_lstm_gru_365d_results.csv,Time-Aware GRU 365d,1337,0.6370395430441692,0.1695320413400991,0.8511593118922962,0.2037037037037037,0.3203883495145631,0.8954619124797407,0.2490566037735849,0.1515264021313694,0.6899999999999997,0.748116126898637,4.0,0.748116126898637,0.2291312220341236
train_timeaware_lstm_gru_365d,44,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_44/timeaware_lstm_gru_365d_results.csv,Time-Aware LSTM 365d,1337,0.6314692137023807,0.1239438426736736,0.8197456993268512,0.125,0.2233009708737864,0.8695299837925445,0.1602787456445993,0.173432940930485,0.6899999999999997,0.7252025606500838,5.0,0.7252025606500838,0.1828026334088144
train_timeaware_lstm_gru_365d,44,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_44/timeaware_lstm_gru_365d_results.csv,Time-Aware GRU 365d,1337,0.6039480102594765,0.1505533328818025,0.8257292445774121,0.1428571428571428,0.2524271844660194,0.873581847649919,0.1824561403508772,0.1960493932505898,0.7649999999999997,0.7148717706438634,5.0,0.7148717706438634,0.1797609741098584
train_timeaware_lstm_gru_365d,45,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_45/timeaware_lstm_gru_365d_results.csv,Time-Aware LSTM 365d,1337,0.7094852952746613,0.1616259077445925,0.7816005983545251,0.1588447653429603,0.4271844660194174,0.8111831442463533,0.231578947368421,0.1846788502335877,0.5949999999999998,0.7359506767769824,2.0,0.7359506767769824,0.1787511566715126
train_timeaware_lstm_gru_365d,45,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_45/timeaware_lstm_gru_365d_results.csv,Time-Aware GRU 365d,1337,0.6896036254346901,0.1714018792493706,0.8279730740463724,0.1809045226130653,0.3495145631067961,0.8679092382495948,0.23841059602649,0.1660148674259971,0.6599999999999997,0.723871841510563,3.0,0.723871841510563,0.1615969632085057
train_timeaware_lstm_gru_365d,46,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_46/timeaware_lstm_gru_365d_results.csv,Time-Aware LSTM 365d,1337,0.6478654938553289,0.1751772687629944,0.8077786088257293,0.1622807017543859,0.3592233009708738,0.8452188006482982,0.2235649546827794,0.1721167288085443,0.6199999999999998,0.7047850770478509,5.0,0.7047850770478509,0.194103120468461
train_timeaware_lstm_gru_365d,46,SUCCESS,multiseed_runs/train_timeaware_lstm_gru_365d/seed_46/timeaware_lstm_gru_365d_results.csv,Time-Aware GRU 365d,1337,0.6840096930024704,0.1645365203914436,0.7741211667913238,0.1627118644067796,0.4660194174757281,0.799837925445705,0.2412060301507537,0.1772769677740284,0.5749999999999997,0.7143205852014582,2.0,0.7143205852014582,0.1523717424818661
train_timeaware_medbert_365d,43,SUCCESS,multiseed_runs/train_timeaware_medbert_365d/seed_43/timeawaremedbert_365d_results.csv,Time-Aware Med-BERT-style 365d,1337,0.6729791820742396,0.1345847929114044,0.7367240089753179,0.1412103746397694,0.4757281553398058,0.7585089141004863,0.2177777777777777,0.2164767172621914,0.6049999999999998,0.69770628115182,3.0,,
train_timeaware_medbert_365d,44,SUCCESS,multiseed_runs/train_timeaware_medbert_365d/seed_44/timeawaremedbert_365d_results.csv,Time-Aware Med-BERT-style 365d,1337,0.7102091233812212,0.171055016728859,0.8406881077038145,0.1839080459770115,0.3106796116504854,0.8849270664505673,0.2310469314079422,0.1948945948415994,0.8149999999999996,0.7169741494027512,10.0,,
train_timeaware_medbert_365d,45,SUCCESS,multiseed_runs/train_timeaware_medbert_365d/seed_45/timeawaremedbert_365d_results.csv,Time-Aware Med-BERT-style 365d,1337,0.706715865997388,0.1539878889497887,0.8384442782348541,0.1695906432748538,0.2815533980582524,0.8849270664505673,0.2116788321167883,0.1587336193480371,0.7049999999999997,0.7361947731871904,10.0,,
train_timeaware_medbert_365d,46,SUCCESS,multiseed_runs/train_timeaware_medbert_365d/seed_46/timeawaremedbert_365d_results.csv,Time-Aware Med-BERT-style 365d,1337,0.6920976853235983,0.1388989473559834,0.674644727000748,0.1437768240343347,0.6504854368932039,0.6766612641815235,0.2355008787346221,0.229620573381213,0.5149999999999998,0.7101788203056717,6.0,,
train_timeaware_transtab_365d,43,SUCCESS,multiseed_runs/train_timeaware_transtab_365d/seed_43/timeaware_transtab_365d_results.csv,Time-Aware TransTab 365d,1337,0.7073216786517914,0.1759944268639608,0.7973074046372476,0.1793893129770992,0.4563106796116505,0.8257698541329012,0.2575342465753424,0.0679292069460784,0.0899999999999999,,,,
train_timeaware_transtab_365d,44,SUCCESS,multiseed_runs/train_timeaware_transtab_365d/seed_44/timeaware_transtab_365d_results.csv,Time-Aware TransTab 365d,1337,0.7040644521722711,0.1741842353493245,0.8077786088257293,0.1764705882352941,0.4077669902912621,0.8411669367909238,0.2463343108504398,0.068900007238331,0.1449999999999999,,,,
train_timeaware_transtab_365d,45,SUCCESS,multiseed_runs/train_timeaware_transtab_365d/seed_45/timeaware_transtab_365d_results.csv,Time-Aware TransTab 365d,1337,0.716377397680603,0.1856321779114358,0.7995512341062079,0.178988326848249,0.4466019417475728,0.8290113452188006,0.2555555555555555,0.0678631176131024,0.0949999999999999,,,,
train_timeaware_transtab_365d,46,SUCCESS,multiseed_runs/train_timeaware_transtab_365d/seed_46/timeaware_transtab_365d_results.csv,Time-Aware TransTab 365d,1337,0.6815392362039937,0.167141015923383,0.8070306656694092,0.1729957805907173,0.3980582524271844,0.8411669367909238,0.2411764705882353,0.069230305114296,0.1399999999999999,,,,
train_transtab_365d_control,43,SUCCESS,multiseed_runs/train_transtab_365d_control/seed_43/transtab_365d_control_results.csv,TransTab 365d Control,1337,0.7066529244229045,0.1790698479272475,0.8219895287958116,0.1917808219178082,0.4077669902912621,0.8565640194489466,0.2608695652173913,0.0682021419824895,0.0949999999999999,,,,
train_transtab_365d_control,44,SUCCESS,multiseed_runs/train_transtab_365d_control/seed_44/transtab_365d_control_results.csv,TransTab 365d Control,1337,0.7076875265534768,0.1810901898087598,0.8002991772625281,0.1796875,0.4466019417475728,0.8298217179902755,0.2562674094707521,0.0693924227615171,0.0799999999999999,,,,
train_transtab_365d_control,45,SUCCESS,multiseed_runs/train_transtab_365d_control/seed_45/transtab_365d_control_results.csv,TransTab 365d Control,1337,0.7106143097669588,0.1799103053101496,0.8085265519820494,0.1902834008097166,0.4563106796116505,0.8379254457050244,0.2685714285714285,0.068506470426474,0.0949999999999999,,,,
train_transtab_365d_control,46,SUCCESS,multiseed_runs/train_transtab_365d_control/seed_46/transtab_365d_control_results.csv,TransTab 365d Control,1337,0.7077740712183915,0.1772949189460817,0.7569184741959611,0.1636363636363636,0.5242718446601942,0.7763371150729336,0.2494226327944572,0.0681442527608637,0.0749999999999999,,,,
