Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Clinical Longformer Diagnosis-Text 365d Control,1337,0.7422227817028842,0.23361966236486445,0.81226626776365,0.204,0.49514563106796117,0.8387358184764991,0.28895184135977336,0.13812144658605788,0.4399999999999998,0.7595886581784108,4
