Model,N_test,Events_test,C_index,AUROC_365d,AUPRC_365d,Best_Val_C_index,Best_Epoch
BEHRT Survival Control 365d,1337,103,0.6909901401533753,0.7001148683734323,0.1717441952233789,0.6748555787436107,12
