Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Time-Aware FT-Transformer 365d,1337,0.7046309263426226,0.18142289026140354,0.774869109947644,0.17218543046357615,0.5048543689320388,0.7974068071312804,0.25679012345679014,0.24040440511985695,0.5599999999999998,0.6681942377499035,16
