Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Time-Aware ClinicalBERT Diagnosis-Text 365d,1337,0.7391071737659517,0.2539737897634969,0.7696335078534031,0.18461538461538463,0.5825242718446602,0.7852512155591572,0.2803738317757009,0.14538557137598013,0.37499999999999983,0.7769588736919187,5
