Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Llama 3.2 3B Instruct LoRA Time-Aware Diagnosis-Text 365d,1337,0.7496538213403409,0.25325720827674686,0.7883320867614061,0.1875,0.5242718446601942,0.8103727714748784,0.27621483375959077,0.18760825033487508,0.6499999999999997,0.7608288254238222,3
