Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold
Time-Aware TransTab 365d,1337,0.7069991030825635,0.1764392707333267,0.7531787584143605,0.15501519756838905,0.49514563106796117,0.7747163695299838,0.2361111111111111,0.06798309404804571,0.09499999999999997
