Model,N_test,AUROC,AUPRC,Accuracy,Precision,Recall_Sensitivity,Specificity,F1,Brier,Threshold,Best_Val_AUROC,Best_Epoch
Time-Aware Clinical Longformer Diagnosis-Text 365d,1337,0.7331355918868311,0.2578396408801238,0.7988032909498878,0.1925925925925926,0.5048543689320388,0.8233387358184765,0.27882037533512066,0.20184447175391984,0.5299999999999998,0.7703052779943148,3
